date,open,high,low,close,volume
20091012,6757,6778,6522,6547,81484
20091013,6547,6547,6404,6471,10295
20091014,6488,6618,6476,6538,9820
20091015,6572,6597,6526,6551,8953
20091016,6551,6597,6484,6488,4646
20091019,6547,6547,6404,6513,10166
20091020,6513,6580,6501,6547,6749
20091021,6547,6580,6480,6509,8501
20091022,6463,6518,6408,6408,8141
20091023,6463,6564,6421,6538,4873
20091026,6538,6580,6538,6547,17851
20091027,6505,6522,6421,6513,11520
20091028,6572,6572,6299,6312,28449
20091029,6161,6379,6081,6379,10186
20091030,6463,6463,6228,6249,27953
20091102,6060,6211,6060,6211,3049
20091103,6295,6295,5997,6001,9277
20091104,5976,6211,5976,6211,1657
20091105,6211,6211,6035,6085,1871
20091106,6194,6194,6094,6140,5546
20091109,6144,6224,6144,6186,1725
20091110,6312,6312,6194,6194,2894
20091111,6194,6253,6182,6236,3349
20091112,6228,6287,6228,6241,860
20091113,6253,6253,6157,6161,2249
20091116,6161,6266,6161,6261,3158
20091117,6253,6295,6161,6199,4641
20091118,6148,6287,6148,6257,4131
20091119,6295,6438,6295,6438,13496
20091120,6438,6463,6379,6438,5661
20091123,6547,6547,6400,6446,3183
20091124,6450,6463,6379,6413,3613
20091125,6463,6547,6425,6438,5089
20091126,6442,6501,6417,6417,15675
20091127,6379,6379,6106,6144,17377
20091130,6211,6333,6211,6333,5278
20091201,6345,6580,6232,6580,5069
20091202,6589,6610,6446,6505,9045
20091203,6509,6543,6471,6543,31258
20091204,6543,6622,6543,6597,5841
20091207,6597,6664,6597,6648,2709
20091208,6681,6681,6627,6631,2161
20091209,6606,6648,6580,6648,3065
20091210,6648,6685,6576,6618,2336
20091211,6618,6828,6618,6803,16231
20091214,6836,6836,6748,6836,2736
20091215,6878,6878,6778,6820,3177
20091216,6816,6816,6690,6744,5202
20091217,6744,6795,6698,6723,3442
20091218,6597,6685,6597,6664,5671
20091221,6664,6715,6648,6677,4822
20091222,6715,6723,6643,6643,1795
20091223,6673,6715,6669,6706,2719
20091224,6706,6790,6706,6778,2880
20091228,6878,6878,6719,6744,8669
20091229,6631,6832,6631,6799,14052
20091230,6799,6883,6732,6883,6389
20100104,6883,6912,6870,6883,4232
20100105,6967,7000,6937,6950,49852
20100106,7009,7093,7009,7076,18577
20100107,7134,7139,6983,6988,9079
20100108,6988,7067,6891,7067,7675
20100111,7034,7093,7034,7076,3092
20100112,7076,7084,6967,7046,2817
20100113,7046,7046,6891,6891,8659
20100114,7134,7134,6916,6996,4577
20100115,6996,7084,6996,7013,3359
20100118,6983,7134,5964,7101,13997
20100119,7134,7155,7059,7113,3633
20100120,7130,7134,6967,6967,4249
20100121,6967,6967,6832,6920,5104
20100122,6883,6920,6757,6795,6770
20100125,6694,6740,6627,6656,8522
20100126,6681,6698,6501,6538,13249
20100127,6538,6580,6463,6497,4032
20100128,6627,6627,6471,6568,4264
20100129,6564,6564,6329,6333,6335
20100201,6379,6790,6278,6383,6991
20100202,6551,6551,6308,6345,3688
20100203,6413,6455,6375,6442,24400
20100204,6547,6547,6350,6404,2710
20100205,6148,6270,6127,6266,6788
20100208,6379,6379,6161,6178,10246
20100209,6094,6270,6094,6270,3502
20100210,6337,6337,6228,6287,21305
20100211,6270,6396,6270,6387,9854
20100212,6396,6421,6375,6396,1491
20100216,6362,6467,6362,6438,3516
20100217,6505,6585,6505,6564,1726
20100218,6606,6606,6497,6513,686
20100219,6463,6547,6350,6392,1471
20100222,6446,6543,6446,6543,2096
20100223,6488,6547,6488,6547,1602
20100224,6476,6547,6463,6534,771
20100225,6614,6614,6484,6530,3551
20100226,6530,6589,6497,6589,1045
20100302,6648,6648,6589,6614,5061
20100303,6631,6635,6597,6631,1618
20100304,6635,6673,6635,6635,551
20100305,6664,6761,6664,6761,6967
20100308,6841,6841,6463,6799,3640
20100309,6849,6849,6765,6849,4829
20100310,6849,6925,6824,6916,3942
20100311,6916,6933,6883,6908,1504
20100312,6870,6916,6870,6895,6414
20100315,6857,6925,6853,6853,1123
20100316,6853,6866,6841,6853,1112
20100317,6933,6983,6925,6971,9264
20100318,6887,7076,6887,7067,4298
20100319,7017,7080,6975,7076,8768
20100322,7009,7072,7009,7055,3025
20100323,7063,7063,6929,6979,2277
20100324,7017,7017,6711,6920,922
20100325,6920,6941,6912,6941,3878
20100326,6941,7017,6941,7017,2979
20100329,6950,7042,6950,7025,3548
20100330,7025,7055,7025,7042,463
20100331,7025,7042,7000,7000,1932
20100401,7000,7093,7000,7093,10670
20100402,7218,7218,7059,7126,3233
20100405,7193,7193,7051,7101,1851
20100406,7093,7147,7000,7063,8127
20100407,7130,7210,7076,7210,607
20100408,7210,7281,7176,7281,5888
20100409,7386,7386,7181,7269,2842
20100412,7302,7319,7185,7231,2145
20100413,7227,7248,7155,7206,6789
20100414,7210,7277,7197,7223,1305
20100415,7202,7252,7151,7202,4298
20100416,7202,7239,7181,7231,6161
20100419,7134,7176,7059,7084,4052
20100420,7176,7176,7017,7093,1857
20100421,7315,7361,7210,7361,9697
20100422,7319,7462,7315,7449,3070
20100423,7449,7479,7428,7453,654
20100426,7453,7529,7428,7529,2662
20100427,7529,7546,7483,7516,1641
20100428,7479,7630,7353,7630,8367
20100429,7655,7655,7432,7474,2543
20100430,7437,7579,7437,7579,1938
20100503,7537,7600,7491,7554,2508
20100504,7617,7621,7529,7579,1897
20100506,7386,7437,7307,7386,5428
20100507,7349,7349,7147,7277,4523
20100510,7143,7386,7143,7386,4043
20100511,7462,7495,7344,7399,4270
20100512,7365,7512,7365,7483,1578
20100513,7550,7550,7483,7516,2570
20100514,7483,7550,7432,7550,1434
20100517,7626,7626,7235,7328,5321
20100518,7328,7340,7093,7172,2912
20100519,7323,7323,6908,7084,2648
20100520,7046,7101,6816,6862,18352
20100524,7042,7042,6799,6895,2984
20100525,6857,6857,6547,6744,3394
20100526,6744,6799,6673,6799,4447
20100527,6799,6925,6761,6912,2740
20100528,6983,7025,6967,7025,1336
20100531,7097,7155,7067,7155,1122
20100601,7155,7155,7038,7093,1733
20100603,7176,7202,7134,7202,8073
20100604,7202,7328,7202,7302,2666
20100607,7009,7202,7009,7168,3907
20100608,7160,7277,7160,7231,1987
20100609,7302,7307,7252,7269,1246
20100610,7277,7302,7231,7290,973
20100611,7344,7420,7298,7344,7502
20100614,7386,7386,7344,7386,1859
20100615,7462,7470,7403,7470,3173
20100616,7546,7621,7546,7584,3722
20100617,7584,7714,7584,7684,2807
20100618,7722,7747,7701,7747,1977
20100621,7827,7924,7793,7924,4762
20100622,7970,7970,7865,7886,1137
20100623,7890,7957,7873,7932,1142
20100624,7932,8012,7827,8012,2862
20100625,7970,8016,7924,7940,2276
