date,open,high,low,close,volume
20181019,10100,10100,10030,10055,23
20181022,10050,10060,9995,9995,1900
20181023,10055,10065,10055,10065,46
20181024,10065,10065,10035,10035,122
20181025,10175,10175,10145,10145,99
20181026,10145,10215,10145,10190,634
20181029,10185,10185,10150,10150,1600
20181030,10195,10195,10160,10160,124
20181031,10160,10165,10145,10145,650
20181101,10130,10130,10115,10130,190
20181102,10045,10060,9990,9995,432
20181105,9955,9985,9920,9975,1474
20181106,9960,9980,9960,9980,47
20181107,9965,9965,9915,9940,945
20181108,9900,9900,9895,9895,347
20181109,9925,9950,9925,9950,17
20181112,10040,10040,10000,10030,201
20181113,10145,10145,10070,10070,39
20181114,10070,10100,10070,10100,141
20181115,10070,10075,10055,10055,373
20181116,10070,10075,10070,10075,914
20181119,10075,10100,10035,10100,89
20181120,10070,10105,10070,10100,27
20181121,10115,10120,10110,10110,57
20181122,10105,10170,10105,10170,101
20181123,10070,10135,10070,10130,67
20181126,10145,10145,10105,10115,198
20181127,10115,10125,10115,10120,303
20181128,10070,10085,10055,10085,16
20181129,10070,10070,10060,10060,54
20181130,10050,10050,10030,10030,12
20181203,10025,10025,9970,9970,24
20181204,9990,9990,9990,9990,211
20181205,10065,10070,10065,10070,11
20181206,10075,10140,10075,10135,122
20181207,10135,10135,10135,10135,30
20181210,10220,10220,10205,10205,112
20181211,10250,10250,10225,10235,803
20181212,10205,10215,10205,10215,1501
20181213,10175,10175,10140,10160,475
20181214,10160,10245,10160,10245,264
20181217,10260,10260,10190,10245,1389
20181218,10265,10265,10245,10265,2203
20181219,10240,10300,10200,10300,19
20181220,10290,10315,10275,10280,4068
20181221,10255,10255,10220,10220,103
20181224,10230,10245,10230,10245,536
20181226,10290,10295,10255,10295,277756
20181227,10205,10205,10190,10205,236
20181228,10220,10220,10180,10185,247
20190102,10250,10280,10250,10270,199
20190103,10355,10395,10350,10395,103
20190104,10430,10435,10365,10400,572
20190107,10270,10295,10265,10295,630
20190108,10265,10320,10260,10320,263
20190109,10285,10285,10215,10255,1649
20190110,10255,10290,10230,10230,1893
20190111,10245,10250,10230,10230,230
20190114,10270,10325,10270,10325,1040
20190115,10270,10275,10240,10275,399
20190116,10285,10285,10275,10275,101
20190117,10270,10295,10250,10295,827
20190118,10240,10260,10235,10260,143
20190121,10255,10280,10215,10280,532
20190122,10255,10325,10255,10325,241
20190123,10325,10325,10260,10300,2866
20190124,10285,10305,10280,10305,107
20190125,10315,10315,10225,10250,150
20190128,10225,10225,10190,10220,286
20190129,10240,10240,10190,10205,516
20190130,10225,10225,10185,10220,2098
20190131,10215,10225,10170,10225,992
20190201,10235,10315,10235,10315,359
20190207,10300,10320,10290,10320,440
20190208,10365,10365,10325,10340,829
20190211,10355,10365,10325,10355,1097
20190212,10355,10355,10280,10315,463
20190213,10260,10295,10260,10290,746
20190214,10310,10310,10295,10295,1229
20190215,10325,10355,10325,10355,1121
20190218,10370,10370,10335,10345,1039
20190219,10320,10320,10300,10320,235
20190220,10315,10315,10310,10315,1106
20190221,10315,10360,10305,10335,612
20190222,10330,10330,10315,10320,344
20190225,10320,10320,10260,10300,3450
20190226,10275,10295,10245,10295,199
20190227,10275,10300,10275,10300,118
20190228,10290,10320,10255,10320,628
20190304,10200,10265,10200,10260,353
20190305,10265,10295,10265,10290,171
20190306,10310,10340,10270,10335,532
20190307,10310,10330,10310,10330,259
20190308,10350,10450,10350,10450,981
20190311,10400,10440,10400,10435,153
20190312,10425,10425,10355,10385,978
20190313,10425,10425,10425,10425,74
20190314,10405,10415,10405,10415,77
20190315,10415,10475,10415,10475,1150
20190318,10475,10475,10430,10470,131
20190319,10395,10435,10395,10430,205
20190320,10415,10420,10380,10410,575
20190321,10410,10445,10410,10445,581
20190322,10425,10470,10420,10470,1703
20190325,10550,10590,10515,10570,7685
20190326,10535,10570,10530,10570,114
20190327,10590,10595,10560,10595,123
20190328,10650,10670,10630,10650,1654
20190329,10630,10630,10570,10595,252
20190401,10580,10580,10515,10520,714
20190402,10505,10560,10475,10550,875
20190403,10555,10565,10510,10510,3563
20190404,10510,10535,10505,10535,237
20190405,10520,10525,10500,10520,23862
20190408,10540,10620,10525,10620,3926
20190409,10600,10600,10575,10585,18486
20190410,10575,10595,10555,10570,320
20190411,10555,10585,10555,10575,154
20190412,10585,10585,10560,10570,1279
20190415,10480,10490,10440,10465,3753
20190416,10475,10485,10445,10485,893
20190417,10485,10485,10435,10455,3470
20190418,10435,10490,10420,10490,70581
20190419,10550,10550,10525,10525,423
20190422,10480,10550,10435,10540,1170
20190423,10520,10540,10500,10530,3630
20190424,10540,10640,10540,10640,522
20190425,10735,10740,10695,10735,6061
20190426,10695,10755,10695,10750,20630
20190429,10750,10750,10720,10740,417
20190430,10740,10840,10740,10840,2761
20190502,10780,10795,10745,10790,5082
20190503,10775,10815,10775,10815,1664
20190507,10865,10880,10820,10820,1804
20190508,10865,10885,10840,10865,1617
20190509,10880,10960,10880,10960,280751
20190510,10965,10975,10930,10950,9188
20190513,10955,11040,10955,11040,7411
20190514,11090,11095,11040,11095,16082
20190515,11080,11115,11065,11090,3477
20190516,11120,11145,11100,11145,1309
20190517,11140,11170,11085,11170,9728
20190520,11125,11165,11090,11145,5451
20190521,11115,11130,11100,11130,7224
20190522,11105,11140,11100,11110,9739
20190523,11120,11150,11095,11100,2391
20190524,11100,11140,11100,11110,3404
20190527,11145,11175,11080,11100,10694
20190528,11100,11140,11100,11110,1275
20190529,11180,11265,11180,11265,6858
20190530,11275,11275,11160,11175,13883
20190531,11225,11285,11225,11275,37424
20190603,11290,11295,11155,11215,96208
20190604,11215,11440,11205,11260,24636
20190605,11245,11245,11135,11205,1720
20190607,11200,11225,11165,11225,8995
20190610,11190,11250,11190,11245,2469
20190611,11245,11245,11145,11200,3591
20190612,11195,11235,11170,11235,1203
20190613,11190,11290,11190,11240,3034
20190614,11250,11280,11250,11280,1391
20190617,11280,11295,11280,11295,4698
20190618,11305,11305,11260,11275,1663
20190619,11255,11255,11190,11215,4693
20190620,11235,11235,11140,11140,3741
20190621,11065,11125,11065,11125,7774
20190624,11065,11065,11025,11050,3221
20190625,11065,11085,11015,11080,3417
20190626,11145,11145,11080,11085,7919
20190627,11005,11055,10975,11050,3704
20190628,11050,11080,11050,11050,970
20190701,11010,11080,10965,11065,25087
20190702,11230,11230,11120,11140,4274
20190703,11170,11265,11170,11250,6048
20190704,11230,11240,11205,11220,1153
20190705,11200,11250,11200,11235,7645
20190708,11235,11345,11220,11305,1524
20190709,11275,11275,11220,11250,2700
20190710,11250,11250,11190,11240,10027
20190711,11230,11245,11175,11210,3283
20190712,11185,11190,11150,11190,3205
20190715,11225,11225,11185,11200,633
20190716,11225,11245,11195,11205,7767
20190717,11200,11235,11200,11235,3938
20190718,11240,11295,11220,11240,2752
20190719,11150,11225,11150,11220,5368
20190722,11225,11250,11215,11240,2979
20190723,11240,11240,11200,11235,1431
20190724,11240,11240,11185,11230,3954
20190725,11240,11255,11240,11255,3347
20190726,11285,11290,11250,11285,2455
20190729,11285,11295,11245,11275,2941
20190730,11275,11280,11240,11275,4982
20190731,11245,11280,11245,11270,2243
20190801,11340,11345,11270,11315,27134
20190802,11475,11530,11460,11530,22824
20190805,11595,11795,11595,11795,43495
20190806,12025,12025,11695,11800,39020
20190807,11805,11855,11775,11840,21046
20190808,11785,11820,11730,11750,7315
20190809,11750,11790,11750,11750,3956
20190812,11800,11815,11770,11815,14179
20190813,11890,11940,11850,11940,10566
20190814,11725,11815,11725,11805,32364
20190816,11930,11930,11820,11870,21686
20190819,11885,11885,11830,11850,8550
20190820,11835,11850,11765,11795,16771
20190821,11795,11830,11720,11725,11040
20190822,11775,11825,11755,11825,8232
20190823,11815,11815,11775,11795,10972
20190826,11910,12000,11910,11980,12455
20190827,11890,11920,11870,11890,12369
20190828,11920,11930,11895,11910,8099
20190829,11935,11980,11920,11975,17732
20190830,11850,11880,11820,11865,18025
20190902,11865,11915,11850,11850,7803
20190903,11915,11930,11895,11915,12191
20190904,11935,11935,11875,11885,13702
20190905,11890,11890,11725,11775,20093
20190906,11615,11725,11615,11700,6103
20190909,11695,11695,11630,11635,9930
20190910,11600,11615,11570,11600,4963
20190911,11580,11580,11500,11500,14098
20190916,11405,11405,11340,11360,8936
20190917,11395,11460,11365,11460,3761
20190918,11440,11490,11385,11485,13065
20190919,11500,11525,11460,11510,11422
20190920,11515,11515,11445,11480,3896
20190923,11490,11555,11490,11540,9297
20190924,11570,11580,11515,11575,10242
20190925,11600,11665,11600,11665,12640
20190926,11625,11635,11605,11610,4303
20190927,11635,11665,11625,11635,4992
20190930,11680,11680,11595,11600,4689
20191001,11610,11650,11560,11620,29032
20191002,11705,11720,11675,11720,4687
20191004,11835,11835,11710,11715,2294
20191007,11745,11760,11705,11760,7695
20191008,11790,11790,11650,11660,11469
20191010,11715,11775,11650,11710,1435
20191011,11540,11595,11520,11535,4557
20191014,11455,11495,11425,11485,8729
20191015,11495,11515,11470,11510,3007
20191016,11480,11515,11430,11485,12770
