date,open,high,low,close,volume
20021029,2312,2312,2312,2312,391029
20021030,2588,2588,2559,2588,16243991
20021031,2627,2690,2398,2459,25135202
20021101,2522,2601,2217,2306,14286826
20021104,2285,2301,2136,2191,13171300
20021105,2180,2296,2180,2188,11938117
20021106,2222,2238,2091,2141,9710548
20021107,2128,2246,2123,2144,9083443
20021108,2094,2123,2062,2102,5242088
20021111,2096,2225,2096,2154,8385511
20021112,2117,2128,2023,2038,5580426
20021113,2038,2088,1928,1933,8219405
20021114,1996,2017,1865,1923,6661319
20021115,1970,2020,1907,2020,8202184
20021118,2012,2046,1989,1991,5063348
20021119,2017,2075,2012,2028,7099465
20021120,2028,2109,2025,2109,8372095
20021121,2138,2149,2065,2075,5148008
20021122,2123,2222,2091,2120,13541017
20021125,2149,2183,2091,2138,6144069
20021126,2165,2180,2096,2102,6424406
20021127,2075,2107,1933,1981,15355578
20021128,2023,2125,1981,2070,14853000
20021129,2096,2317,2065,2317,28155714
20021202,2370,2564,2285,2380,28269718
20021203,2417,2454,2385,2422,9750965
20021204,2364,2522,2349,2454,10936652
20021205,2506,2743,2433,2680,21606610
20021206,2659,2869,2653,2722,19657018
20021209,2774,2790,2643,2664,6826416
20021210,2611,2774,2601,2737,9083500
20021211,2769,2969,2748,2816,15295313
20021212,2885,3089,2874,3032,18877566
20021213,3053,3189,3005,3032,12627657
20021216,2995,3079,2900,2969,6597781
20021217,3058,3063,2916,2953,7121995
20021218,2921,3026,2911,2942,6494624
20021220,2911,2969,2816,2832,5426138
20021223,2816,2879,2624,2732,7769747
20021224,2732,2858,2727,2811,10578105
20021226,2806,2816,2627,2627,6620216
20021227,2564,2680,2496,2585,6256874
20021230,2574,2585,2291,2338,8729672
20030102,2417,2617,2401,2617,10116230
20030103,2737,2927,2737,2927,16706285
20030106,2953,3032,2811,2963,17016060
20030107,3037,3042,2811,2837,12760537
20030108,2890,3089,2869,2990,20577438
20030109,2921,3111,2916,3047,11960705
20030110,3132,3137,2685,2906,14301060
20030113,2906,3000,2874,2979,6993967
20030114,2979,3000,2921,2921,6061616
20030115,2927,2969,2848,2921,7023367
20030116,2879,2885,2811,2843,6524614
20030117,2785,2879,2732,2764,6409811
20030120,2680,2790,2680,2716,3807158
20030121,2695,2764,2695,2753,3681756
20030122,2695,2764,2695,2727,3555251
20030123,2758,2958,2748,2948,9065060
20030124,2911,2948,2732,2821,5332876
20030127,2722,2743,2611,2706,3976860
