date,open,high,low,close,volume
20190724,9928,9928,9893,9898,64386
20190725,9893,9923,9893,9923,69526
20190726,9948,9968,9938,9958,62457
20190729,9963,9963,9928,9948,45948
20190730,9938,9948,9923,9928,33496
20190731,9928,9948,9923,9948,42853
20190801,9997,10012,9972,9987,33944
20190802,10047,10062,10022,10062,27320
20190805,10121,10245,10111,10230,133875
20190806,10270,10275,10181,10225,55788
20190807,10215,10245,10210,10220,86139
20190808,10220,10230,10176,10176,24065
20190809,10176,10190,10166,10176,38802
20190812,10225,10240,10210,10225,185606
20190813,10265,10280,10250,10280,194655
20190814,10171,10220,10171,10215,288156
20190816,10230,10235,10190,10200,220742
20190819,10181,10205,10181,10190,225808
20190820,10215,10215,10161,10171,246577
20190821,10185,10190,10101,10126,245887
20190822,10141,10166,10121,10166,244536
20190823,10210,10230,10190,10190,16214
20190826,10275,10275,10235,10250,350121
20190827,10225,10230,10205,10205,432165
20190828,10205,10215,10190,10210,388637
20190829,10210,10240,10205,10235,498945
20190830,10176,10195,10156,10195,449790
20190902,10210,10210,10171,10185,170343
20190903,10220,10235,10205,10225,209714
20190904,10185,10200,10166,10166,212762
20190905,10131,10141,10067,10072,242715
20190906,10081,10086,10062,10072,274704
20190909,10057,10057,10007,10022,299041
20190910,10022,10042,10002,10027,493491
20190911,10032,10037,9997,10012,215124
20190916,9977,9977,9943,9943,472974
20190917,9982,10012,9977,10002,715701
20190918,9987,10027,9987,10012,236941
20190919,10037,10067,10032,10032,325863
20190920,10042,10047,9982,9987,372492
20190923,10022,10047,10012,10037,273576
20190924,10052,10057,10027,10037,449068
20190925,10067,10091,10057,10081,425932
20190926,10081,10091,10076,10081,347262
20190927,10106,10111,10086,10086,349213
20190930,10126,10126,10067,10072,248119
20191001,10096,10101,10072,10086,573707
20191002,10136,10156,10116,10156,580742
20191004,10131,10131,10057,10072,506174
20191007,10076,10086,10052,10072,136950
20191008,10081,10081,10042,10052,147465
20191010,10096,10101,10042,10076,143380
20191011,10037,10037,10002,10017,179142
20191014,9968,9987,9948,9968,489862
20191015,9982,9987,9963,9968,318289
20191016,9977,10012,9972,9997,555957
20191017,9997,9997,9977,9997,719207
20191018,9948,9953,9928,9943,400353
20191021,9938,9938,9868,9868,292667
20191022,9873,9888,9844,9844,582481
20191023,9863,9908,9863,9868,657910
20191024,9868,9883,9839,9883,503133
20191025,9888,9898,9873,9873,409322
20191028,9863,9863,9839,9863,274599
20191029,9849,9849,9794,9794,216985
20191030,9819,9868,9819,9854,419678
20191031,9809,9824,9784,9819,425960
20191101,9863,9873,9829,9829,274836
20191104,9814,9814,9769,9774,239501
20191105,9774,9784,9750,9750,245058
20191106,9754,9759,9730,9740,241203
20191107,9799,9804,9769,9774,276590
20191108,9750,9764,9735,9764,314988
20191111,9779,9809,9774,9809,442049
20191112,9809,9824,9789,9794,276108
20191113,9819,9854,9819,9839,360087
20191114,9868,9883,9844,9844,432001
20191115,9844,9859,9824,9834,286400
20191118,9829,9834,9804,9814,317752
20191119,9844,9868,9844,9849,383383
20191120,9859,9878,9859,9873,335475
20191121,9898,9948,9893,9943,287982
20191122,9933,9943,9913,9938,408175
20191125,9928,9938,9908,9913,317249
20191126,9903,9923,9878,9913,214616
20191127,9903,9933,9903,9928,340742
20191128,9943,9958,9943,9943,283490
20191129,9933,9968,9933,9968,374857
20191202,9968,9987,9938,9987,175978
20191203,10007,10022,9992,10007,354571
20191204,10037,10091,10037,10072,283874
20191205,10067,10067,10022,10037,238065
20191206,10022,10062,10017,10042,233692
20191209,10037,10052,10022,10037,441644
20191210,10052,10076,10047,10057,413363
20191211,10057,10076,10047,10076,261557
20191212,10062,10062,10007,10007,283258
20191213,9903,9908,9868,9883,443270
20191216,9918,9918,9878,9883,460964
20191217,9863,9873,9829,9834,311654
20191218,9824,9854,9824,9854,570515
20191219,9854,9854,9819,9834,418030
20191220,9814,9839,9789,9789,403671
20191223,9794,9814,9789,9814,440717
20191224,9829,9844,9814,9819,661091
20191226,9814,9814,9794,9814,948687
20191227,9809,9814,9789,9799,526494
20191230,9804,9804,9759,9759,434051
20200102,9740,9789,9740,9789,10047
20200103,9774,9859,9764,9844,20130
20200106,9873,9903,9859,9903,10669
20200107,9859,9863,9839,9854,11130
20200108,9913,9958,9888,9898,13102
20200109,9809,9829,9784,9784,20402
20200110,9789,9829,9789,9809,11855
20200113,9794,9794,9745,9774,14838
20200114,9750,9769,9725,9769,23503
20200115,9809,9814,9779,9779,6334
20200116,9789,9814,9789,9814,2226
20200117,9794,9799,9774,9799,4705
20200120,9809,9819,9779,9779,4362
20200121,9809,9868,9804,9868,10685
20200122,9878,9878,9829,9834,3561
20200123,9854,9873,9854,9873,3015
20200128,9953,9958,9933,9943,11720
20200129,9943,9963,9933,9948,8912
20200130,9968,10032,9968,10017,25804
20200131,10032,10086,10027,10072,31496
20200203,10111,10136,10096,10111,22419
20200204,10072,10096,10027,10042,22384
20200205,10027,10081,10022,10081,11463
20200206,10017,10022,9972,9987,20997
20200207,10017,10052,10017,10042,2289
20200210,10086,10091,10037,10037,5804
20200211,10052,10052,9992,10002,22628
20200212,10002,10012,9963,9977,3098
20200213,10007,10012,9977,10012,5835
20200214,10027,10027,10002,10017,3900
20200217,10007,10012,9972,10007,3690
20200218,10017,10062,10017,10057,8330
20200219,10067,10086,10047,10062,14358
20200220,10081,10161,10081,10141,37073
20200221,10200,10225,10181,10225,39504
20200224,10275,10319,10275,10319,74600
20200225,10324,10324,10230,10255,42492
20200226,10299,10329,10270,10299,6639
20200227,10290,10314,10265,10304,6018
20200228,10270,10314,10265,10294,22491
20200302,10210,10220,10106,10116,13046
20200303,10091,10126,10057,10126,28101
20200304,10081,10081,10037,10072,22044
20200305,10057,10067,10007,10022,13954
20200306,10086,10126,10076,10116,4881
20200309,10141,10250,10141,10215,45351
20200310,10185,10185,10101,10131,12925
20200311,10076,10156,10076,10131,13402
20200312,10106,10245,10106,10245,30947
20200313,10364,10453,10324,10359,144889
20200316,10255,10403,10250,10403,50489
20200317,10517,10572,10468,10562,60090
20200318,10517,10582,10428,10582,42448
20200319,10666,11008,10597,10953,161479
20200320,10661,10760,10522,10592,63486
20200323,10948,10958,10716,10760,55685
20200324,10646,10730,10602,10612,17392
20200325,10517,10517,10394,10453,33298
20200326,10423,10488,10394,10488,48948
