date,open,high,low,close,volume,ticker,code,name,interval
20060627,6064,6085,5956,6085,1206480,091180,091180,KODEX 자동차,D
20060628,5998,6122,5882,6122,452405,091180,091180,KODEX 자동차,D
20060629,6188,6196,6080,6188,310616,091180,091180,KODEX 자동차,D
20060630,6304,6304,6188,6279,452308,091180,091180,KODEX 자동차,D
20060703,6287,6287,6163,6217,327312,091180,091180,KODEX 자동차,D
20060704,6233,6233,6113,6126,509165,091180,091180,KODEX 자동차,D
20060705,6022,6072,6022,6064,266814,091180,091180,KODEX 자동차,D
20060706,6010,6010,5857,5969,320914,091180,091180,KODEX 자동차,D
20060707,6002,6002,5915,5940,275461,091180,091180,KODEX 자동차,D
20060710,5902,5969,5857,5969,232484,091180,091180,KODEX 자동차,D
20060711,5965,5998,5923,5998,457368,091180,091180,KODEX 자동차,D
20060712,6002,6002,5940,5985,443506,091180,091180,KODEX 자동차,D
20060713,5952,5956,5824,5956,402589,091180,091180,KODEX 자동차,D
20060714,5882,5882,5609,5642,508299,091180,091180,KODEX 자동차,D
20060718,5543,5543,5452,5522,533663,091180,091180,KODEX 자동차,D
20060719,5522,5576,5485,5543,218254,091180,091180,KODEX 자동차,D
20060720,5629,5791,5629,5692,290438,091180,091180,KODEX 자동차,D
20060721,5683,5770,5675,5770,268797,091180,091180,KODEX 자동차,D
20060724,5733,5733,5634,5729,352540,091180,091180,KODEX 자동차,D
20060725,5737,5828,5737,5791,290647,091180,091180,KODEX 자동차,D
20060726,5828,5861,5783,5861,316639,091180,091180,KODEX 자동차,D
20060727,5865,5915,5824,5915,387003,091180,091180,KODEX 자동차,D
20060728,5956,5956,5799,5824,352875,091180,091180,KODEX 자동차,D
20060731,5989,5989,5811,5811,135415,091180,091180,KODEX 자동차,D
20060801,5824,5857,5766,5766,318422,091180,091180,KODEX 자동차,D
20060802,5741,5882,5725,5882,289480,091180,091180,KODEX 자동차,D
20060803,5952,5952,5828,5927,192189,091180,091180,KODEX 자동차,D
20060804,5948,5948,5927,5948,148770,091180,091180,KODEX 자동차,D
20060807,5948,5973,5948,5973,121775,091180,091180,KODEX 자동차,D
20060808,5960,5965,5956,5965,122224,091180,091180,KODEX 자동차,D
20060809,5965,6060,5965,6022,295658,091180,091180,KODEX 자동차,D
20060810,6022,6027,5923,6027,121497,091180,091180,KODEX 자동차,D
20060811,6122,6122,5907,5907,1981,091180,091180,KODEX 자동차,D
20060814,5956,5956,5931,5931,146060,091180,091180,KODEX 자동차,D
20060816,5989,6068,5989,6068,145839,091180,091180,KODEX 자동차,D
20060817,6089,6163,6072,6147,149064,091180,091180,KODEX 자동차,D
20060818,6130,6217,6122,6147,146425,091180,091180,KODEX 자동차,D
20060821,6171,6250,6151,6151,146656,091180,091180,KODEX 자동차,D
20060822,6221,6254,6180,6254,242903,091180,091180,KODEX 자동차,D
20060823,6213,6262,6213,6258,220317,091180,091180,KODEX 자동차,D
20060824,6254,6254,6171,6242,146271,091180,091180,KODEX 자동차,D
20060825,6254,6279,6217,6262,145904,091180,091180,KODEX 자동차,D
20060828,6279,6279,6217,6254,146798,091180,091180,KODEX 자동차,D
20060829,6254,6324,6254,6258,148384,091180,091180,KODEX 자동차,D
20060830,6271,6304,6254,6287,146337,091180,091180,KODEX 자동차,D
20060831,6291,6469,6291,6395,196087,091180,091180,KODEX 자동차,D
20060901,6494,6519,6444,6519,146710,091180,091180,KODEX 자동차,D
20060904,6519,6639,6519,6589,147538,091180,091180,KODEX 자동차,D
20060905,6742,6742,6556,6564,148945,091180,091180,KODEX 자동차,D
