date,open,high,low,close,volume,ticker,code,name,interval
20221017,20595,20595,19945,19960,735148,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20221018,19115,19865,18845,18875,4398472,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20221019,19500,19530,18350,19485,1376497,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20221020,19755,20800,19570,20395,2432175,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20221021,20450,20670,20000,20475,6887865,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20221024,19600,19700,18895,19105,3788194,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20221025,19145,19380,18715,19150,2735075,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20221026,19150,19400,18920,19350,1285137,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20221027,18890,19105,18500,18500,794305,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20221028,18630,19045,18455,19020,1442381,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20221031,18565,18950,18415,18415,1723556,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20221101,18540,18715,18300,18400,1598046,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20221102,18725,18940,18600,18740,2634157,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20221103,19525,19635,19000,19280,2266342,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20221104,19600,19970,19265,19320,3176615,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20221107,19355,19355,18855,18855,1853464,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20221108,18765,18765,17900,17915,825928,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20221109,17900,18260,17790,17995,571821,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20221110,18485,18715,18215,18685,1116929,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20221111,17200,17200,16385,16475,1318387,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20221114,16525,16960,16505,16855,938935,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20221115,16815,16815,15790,15790,959784,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20221116,15715,16165,15680,15960,1477680,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20221117,16520,16520,15955,16295,1282974,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20221118,16225,16710,16015,16700,5742317,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20221121,16705,17520,16620,17450,1697153,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20221122,17885,17925,17370,17890,2498471,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20221123,17500,17525,16940,16995,7168548,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20221124,16805,16825,16275,16400,3909360,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20221125,16555,16860,16485,16860,6498934,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20221128,17200,17745,17035,17645,1494121,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20221129,17435,17900,16850,16965,2183348,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20221130,17125,17400,16910,16935,1734063,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20221201,16110,16395,15840,16265,7100944,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20221202,16455,16995,16420,16990,1197819,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20221205,17160,17160,16475,16780,3438274,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20221206,16810,17540,16800,17540,769841,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20221207,17790,17875,17185,17550,3192004,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20221208,17610,17610,17350,17570,1688529,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20221209,17600,17615,17040,17215,1427218,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20221212,17620,17705,17385,17695,843562,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20221213,17435,17825,17385,17570,649425,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20221214,17470,17470,16735,16790,1434043,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20221215,17175,17490,16840,17425,544588,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20221216,18225,18225,17645,17890,435844,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20221219,17625,17990,17455,17800,183904,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20221220,17830,18690,17830,18600,141443,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20221221,18205,18555,18055,18380,41174,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20221222,17970,18030,17400,17415,73999,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20221223,18180,18790,18100,18790,220414,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20221226,18685,19075,18100,18160,317517,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20221227,17990,18030,17510,17575,538324,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20221228,17895,18765,17880,18595,156348,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20221229,18755,19680,18615,19350,327674,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20230102,18620,19835,18620,19690,344971,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20230103,19595,20205,19355,19515,478557,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20230104,19935,20195,19195,19195,371904,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20230105,19080,19780,18965,19625,336564,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20230106,19890,19915,18665,18885,281763,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20230109,18365,18400,18010,18130,672841,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20230110,18355,18865,18100,18855,165637,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20230111,18450,18450,17785,17930,113484,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20230112,17650,18135,17640,17815,155293,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20230113,17855,18150,17585,17940,192047,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20230116,17855,17905,17510,17675,152607,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20230117,17780,18440,17700,18380,377050,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20230118,18380,18440,18140,18260,416019,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20230119,18900,18900,18175,18190,360655,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20230120,18340,18340,18010,18055,79224,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20230125,16855,17505,16855,17200,467293,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20230126,17245,17270,16720,16720,174306,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20230127,16700,16855,16590,16740,1932450,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20230130,16730,17125,16400,17080,1397047,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20230131,17280,17390,16965,17000,383819,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20230201,16745,16815,16085,16240,180742,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20230202,15680,15860,15450,15530,303103,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20230203,15565,15720,15290,15425,201114,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20230206,15685,15785,15435,15785,102469,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20230207,15755,15755,14930,15050,256738,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20230208,14835,14875,14690,14725,176227,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20230209,14915,14925,14330,14345,348278,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20230210,15740,15740,14340,14715,921153,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20230213,14960,14995,14560,14730,728849,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20230214,14345,14670,14295,14325,288589,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20230215,14240,14880,14050,14855,1517384,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20230216,14250,14410,13560,13615,2477491,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
20230217,14125,14330,13845,14200,1889019,Q520057,Q520057,미래에셋 인버스 2X 코스닥150 선물 ETN,D
